distance_to_pipe,current_y,velocity,pipe_y,y_error,action
100,62.5,-7.0,214.0,15150.0,0
90,56.0,-6.5,214.0,15800.0,0
80,50.0,-6.0,214.0,16400.0,0
70,44.5,-5.5,214.0,16950.0,0
60,39.5,-5.0,214.0,17450.0,0
50,35.0,-4.5,214.0,17900.0,0
40,31.0,-4.0,214.0,18300.0,0
30,27.5,-3.5,214.0,18650.0,0
20,24.5,-3.0,214.0,18950.0,0
350,200,0,177.0,529.0,0
340,200.5,0.5,177.0,552.25,0
330,201.5,1.0,177.0,600.25,0
320,203.0,1.5,177.0,676.0,0
310,205.0,2.0,177.0,784.0,0
300,207.5,2.5,177.0,930.25,0
290,210.5,3.0,177.0,1122.25,0
280,214.0,3.5,177.0,1369.0,0
270,218.0,4.0,177.0,1681.0,0
260,222.5,4.5,177.0,2070.25,0
250,227.5,5.0,177.0,2550.25,0
240,233.0,5.5,177.0,3136.0,0
230,239.0,6.0,177.0,3844.0,0
220,245.5,6.5,177.0,4692.25,0
210,252.5,7.0,177.0,5700.25,0
200,260.0,7.5,177.0,6889.0,1
190,252.5,-7.5,177.0,5700.25,0
180,245.5,-7.0,177.0,4692.25,1
170,238.0,-7.5,177.0,3721.0,0
160,231.0,-7.0,177.0,2916.0,1
150,223.5,-7.5,177.0,2162.25,0
140,216.5,-7.0,177.0,1560.25,1
130,209.0,-7.5,177.0,1024.0,0
120,202.0,-7.0,177.0,625.0,0
110,195.5,-6.5,177.0,342.25,0
100,189.5,-6.0,177.0,156.25,0
90,184.0,-5.5,177.0,49.0,0
80,179.0,-5.0,177.0,4.0,0
70,174.5,-4.5,177.0,6.25,0
60,170.5,-4.0,177.0,42.25,0
50,167.0,-3.5,177.0,100.0,0
40,164.0,-3.0,177.0,169.0,0
30,161.5,-2.5,177.0,240.25,0
20,159.5,-2.0,177.0,306.25,0
10,158.0,-1.5,177.0,361.0,0
0,157.0,-1.0,177.0,400.0,0
-10,156.5,-0.5,177.0,420.25,0
-20,156.5,0.0,177.0,420.25,0
-30,157.0,0.5,177.0,400.0,0
-40,158.0,1.0,177.0,361.0,1
160,150.5,-7.5,185.0,1190.25,0
150,143.5,-7.0,185.0,1722.25,0
140,137.0,-6.5,185.0,2304.0,0
130,131.0,-6.0,185.0,2916.0,1
120,123.5,-7.5,185.0,3782.25,0
110,116.5,-7.0,185.0,4692.25,0
100,110.0,-6.5,185.0,5625.0,0
90,104.0,-6.0,185.0,6561.0,0
80,98.5,-5.5,185.0,7482.25,0
70,93.5,-5.0,185.0,8372.25,0
60,89.0,-4.5,185.0,9216.0,0
50,85.0,-4.0,185.0,10000.0,0
40,81.5,-3.5,185.0,10350.0,0
30,78.5,-3.0,185.0,10650.0,0
20,76.0,-2.5,185.0,10900.0,0
350,200,0,194.0,36.0,0
340,200.5,0.5,194.0,42.25,0
330,201.5,1.0,194.0,56.25,0
320,203.0,1.5,194.0,81.0,0
310,205.0,2.0,194.0,121.0,0
300,207.5,2.5,194.0,182.25,0
290,210.5,3.0,194.0,272.25,0
280,214.0,3.5,194.0,400.0,0
270,218.0,4.0,194.0,576.0,0
260,222.5,4.5,194.0,812.25,0
250,227.5,5.0,194.0,1122.25,0
240,233.0,5.5,194.0,1521.0,0
230,239.0,6.0,194.0,2025.0,0
220,245.5,6.5,194.0,2652.25,0
210,252.5,7.0,194.0,3422.25,0
200,260.0,7.5,194.0,4356.0,0
190,268.0,8.0,194.0,5476.0,0
180,276.5,8.5,194.0,6806.25,0
170,285.5,9.0,194.0,8372.25,0
160,295.0,9.5,194.0,10100.0,0
150,305.0,10.0,194.0,11100.0,1
140,297.5,-7.5,194.0,10350.0,0
130,290.5,-7.0,194.0,9312.25,0
120,284.0,-6.5,194.0,8100.0,0
110,278.0,-6.0,194.0,7056.0,0
100,272.5,-5.5,194.0,6162.25,0
90,267.5,-5.0,194.0,5402.25,0
80,263.0,-4.5,194.0,4761.0,0
70,259.0,-4.0,194.0,4225.0,0
60,255.5,-3.5,194.0,3782.25,0
50,252.5,-3.0,194.0,3422.25,0
40,250.0,-2.5,194.0,3136.0,0
30,248.0,-2.0,194.0,2916.0,0
20,246.5,-1.5,194.0,2756.25,0
10,245.5,-1.0,194.0,2652.25,0
0,245.0,-0.5,194.0,2601.0,0
-10,245.0,0.0,194.0,2601.0,0
-20,245.5,0.5,194.0,2652.25,0
-30,246.5,1.0,194.0,2756.25,0
-40,248.0,1.5,194.0,2916.0,0
160,250.0,2.0,218.0,1024.0,0
150,252.5,2.5,218.0,1190.25,0
140,255.5,3.0,218.0,1406.25,0
130,259.0,3.5,218.0,1681.0,0
120,263.0,4.0,218.0,2025.0,0
110,267.5,4.5,218.0,2450.25,0
100,272.5,5.0,218.0,2970.25,0
90,278.0,5.5,218.0,3600.0,0
80,284.0,6.0,218.0,4356.0,0
70,290.5,6.5,218.0,5256.25,0
60,297.5,7.0,218.0,6320.25,0
50,305.0,7.5,218.0,7569.0,0
40,313.0,8.0,218.0,9025.0,0
30,321.5,8.5,218.0,10350.0,0
20,330.5,9.0,218.0,11250.0,0
350,200,0,212.0,144.0,0
340,200.5,0.5,212.0,132.25,0
330,201.5,1.0,212.0,110.25,0
320,203.0,1.5,212.0,81.0,0
310,205.0,2.0,212.0,49.0,0
300,207.5,2.5,212.0,20.25,0
290,210.5,3.0,212.0,2.25,0
280,214.0,3.5,212.0,4.0,0
270,218.0,4.0,212.0,36.0,0
260,222.5,4.5,212.0,110.25,0
250,227.5,5.0,212.0,240.25,0
240,233.0,5.5,212.0,441.0,0
230,239.0,6.0,212.0,729.0,0
220,245.5,6.5,212.0,1122.25,1
210,238.0,-7.5,212.0,676.0,0
200,231.0,-7.0,212.0,361.0,0
190,224.5,-6.5,212.0,156.25,0
180,218.5,-6.0,212.0,42.25,1
170,211.0,-7.5,212.0,1.0,0
160,204.0,-7.0,212.0,64.0,1
150,196.5,-7.5,212.0,240.25,0
140,189.5,-7.0,212.0,506.25,0
130,183.0,-6.5,212.0,841.0,0
120,177.0,-6.0,212.0,1225.0,0
110,171.5,-5.5,212.0,1640.25,0
100,166.5,-5.0,212.0,2070.25,0
90,162.0,-4.5,212.0,2500.0,0
80,158.0,-4.0,212.0,2916.0,0
70,154.5,-3.5,212.0,3306.25,0
60,151.5,-3.0,212.0,3660.25,0
50,149.0,-2.5,212.0,3969.0,0
40,147.0,-2.0,212.0,4225.0,0
30,145.5,-1.5,212.0,4422.25,0
20,144.5,-1.0,212.0,4556.25,0
10,144.0,-0.5,212.0,4624.0,0
0,144.0,0.0,212.0,4624.0,0
-10,144.5,0.5,212.0,4556.25,0
-20,145.5,1.0,212.0,4422.25,0
-30,147.0,1.5,212.0,4225.0,1
-40,139.5,-7.5,212.0,5256.25,0
160,132.5,-7.0,177.0,1980.25,0
150,126.0,-6.5,177.0,2601.0,0
140,120.0,-6.0,177.0,3249.0,0
130,114.5,-5.5,177.0,3906.25,0
120,109.5,-5.0,177.0,4556.25,0
110,105.0,-4.5,177.0,5184.0,0
100,101.0,-4.0,177.0,5776.0,0
90,97.5,-3.5,177.0,6320.25,1
80,90.0,-7.5,177.0,7569.0,0
70,83.0,-7.0,177.0,8836.0,0
60,76.5,-6.5,177.0,10050.0,1
50,69.0,-7.5,177.0,10800.0,0
40,62.0,-7.0,177.0,11500.0,0
30,55.5,-6.5,177.0,12150.0,0
20,49.5,-6.0,177.0,12750.0,0
350,200,0,220.0,400.0,0
340,200.5,0.5,220.0,380.25,0
330,201.5,1.0,220.0,342.25,0
320,203.0,1.5,220.0,289.0,0
310,205.0,2.0,220.0,225.0,0
300,207.5,2.5,220.0,156.25,0
290,210.5,3.0,220.0,90.25,0
280,214.0,3.5,220.0,36.0,0
270,218.0,4.0,220.0,4.0,1
260,210.5,-7.5,220.0,90.25,0
250,203.5,-7.0,220.0,272.25,0
240,197.0,-6.5,220.0,529.0,1
230,189.5,-7.5,220.0,930.25,0
220,182.5,-7.0,220.0,1406.25,1
210,175.0,-7.5,220.0,2025.0,0
200,168.0,-7.0,220.0,2704.0,0
190,161.5,-6.5,220.0,3422.25,1
180,154.0,-7.5,220.0,4356.0,0
170,147.0,-7.0,220.0,5329.0,0
160,140.5,-6.5,220.0,6320.25,0
150,134.5,-6.0,220.0,7310.25,0
140,129.0,-5.5,220.0,8281.0,0
130,124.0,-5.0,220.0,9216.0,1
120,116.5,-7.5,220.0,10350.0,0
110,109.5,-7.0,220.0,11050.0,0
100,103.0,-6.5,220.0,11700.0,0
90,97.0,-6.0,220.0,12300.0,0
80,91.5,-5.5,220.0,12850.0,0
70,86.5,-5.0,220.0,13350.0,0
60,82.0,-4.5,220.0,13800.0,0
50,78.0,-4.0,220.0,14200.0,0
40,74.5,-3.5,220.0,14550.0,0
30,71.5,-3.0,220.0,14850.0,0
20,69.0,-2.5,220.0,15100.0,0
350,200,0,191.0,81.0,0
340,200.5,0.5,191.0,90.25,0
330,201.5,1.0,191.0,110.25,0
320,203.0,1.5,191.0,144.0,0
310,205.0,2.0,191.0,196.0,0
300,207.5,2.5,191.0,272.25,0
290,210.5,3.0,191.0,380.25,0
280,214.0,3.5,191.0,529.0,0
270,218.0,4.0,191.0,729.0,0
260,222.5,4.5,191.0,992.25,0
250,227.5,5.0,191.0,1332.25,1
240,220.0,-7.5,191.0,841.0,0
230,213.0,-7.0,191.0,484.0,0
220,206.5,-6.5,191.0,240.25,0
210,200.5,-6.0,191.0,90.25,1
200,193.0,-7.5,191.0,4.0,0
190,186.0,-7.0,191.0,25.0,0
180,179.5,-6.5,191.0,132.25,0
170,173.5,-6.0,191.0,306.25,1
160,166.0,-7.5,191.0,625.0,0
150,159.0,-7.0,191.0,1024.0,0
140,152.5,-6.5,191.0,1482.25,0
130,146.5,-6.0,191.0,1980.25,0
120,141.0,-5.5,191.0,2500.0,0
110,136.0,-5.0,191.0,3025.0,0
100,131.5,-4.5,191.0,3540.25,0
90,127.5,-4.0,191.0,4032.25,0
80,124.0,-3.5,191.0,4489.0,0
70,121.0,-3.0,191.0,4900.0,0
60,118.5,-2.5,191.0,5256.25,0
50,116.5,-2.0,191.0,5550.25,0
40,115.0,-1.5,191.0,5776.0,0
30,114.0,-1.0,191.0,5929.0,0
20,113.5,-0.5,191.0,6006.25,0
350,200,0,207.0,49.0,0
340,200.5,0.5,207.0,42.25,0
330,201.5,1.0,207.0,30.25,0
320,203.0,1.5,207.0,16.0,0
310,205.0,2.0,207.0,4.0,0
300,207.5,2.5,207.0,0.25,0
290,210.5,3.0,207.0,12.25,0
280,214.0,3.5,207.0,49.0,0
270,218.0,4.0,207.0,121.0,0
260,222.5,4.5,207.0,240.25,1
250,215.0,-7.5,207.0,64.0,0
240,208.0,-7.0,207.0,1.0,0
230,201.5,-6.5,207.0,30.25,0
220,195.5,-6.0,207.0,132.25,0
210,190.0,-5.5,207.0,289.0,0
200,185.0,-5.0,207.0,484.0,0
190,180.5,-4.5,207.0,702.25,0
180,176.5,-4.0,207.0,930.25,0
170,173.0,-3.5,207.0,1156.0,0
160,170.0,-3.0,207.0,1369.0,0
150,167.5,-2.5,207.0,1560.25,0
140,165.5,-2.0,207.0,1722.25,0
130,164.0,-1.5,207.0,1849.0,0
120,163.0,-1.0,207.0,1936.0,0
110,162.5,-0.5,207.0,1980.25,0
100,162.5,0.0,207.0,1980.25,0
90,163.0,0.5,207.0,1936.0,0
80,164.0,1.0,207.0,1849.0,0
70,165.5,1.5,207.0,1722.25,0
60,167.5,2.0,207.0,1560.25,0
50,170.0,2.5,207.0,1369.0,0
40,173.0,3.0,207.0,1156.0,0
30,176.5,3.5,207.0,930.25,0
20,180.5,4.0,207.0,702.25,0
10,185.0,4.5,207.0,484.0,0
0,190.0,5.0,207.0,289.0,0
-10,195.5,5.5,207.0,132.25,0
-20,201.5,6.0,207.0,30.25,0
-30,208.0,6.5,207.0,1.0,0
-40,215.0,7.0,207.0,64.0,0
160,222.5,7.5,186.0,1332.25,1
150,215.0,-7.5,186.0,841.0,0
140,208.0,-7.0,186.0,484.0,0
130,201.5,-6.5,186.0,240.25,0
120,195.5,-6.0,186.0,90.25,0
110,190.0,-5.5,186.0,16.0,0
100,185.0,-5.0,186.0,1.0,0
90,180.5,-4.5,186.0,30.25,0
80,176.5,-4.0,186.0,90.25,0
70,173.0,-3.5,186.0,169.0,0
60,170.0,-3.0,186.0,256.0,0
50,167.5,-2.5,186.0,342.25,0
40,165.5,-2.0,186.0,420.25,0
30,164.0,-1.5,186.0,484.0,0
20,163.0,-1.0,186.0,529.0,0
10,162.5,-0.5,186.0,552.25,0
0,162.5,0.0,186.0,552.25,0
-10,163.0,0.5,186.0,529.0,0
-20,164.0,1.0,186.0,484.0,0
-30,165.5,1.5,186.0,420.25,0
-40,167.5,2.0,186.0,342.25,0
160,170.0,2.5,187.0,289.0,0
150,173.0,3.0,187.0,196.0,0
140,176.5,3.5,187.0,110.25,0
130,180.5,4.0,187.0,42.25,0
120,185.0,4.5,187.0,4.0,0
110,190.0,5.0,187.0,9.0,1
100,182.5,-7.5,187.0,20.25,0
90,175.5,-7.0,187.0,132.25,0
80,169.0,-6.5,187.0,324.0,0
70,163.0,-6.0,187.0,576.0,0
60,157.5,-5.5,187.0,870.25,0
50,152.5,-5.0,187.0,1190.25,0
40,148.0,-4.5,187.0,1521.0,0
30,144.0,-4.0,187.0,1849.0,0
20,140.5,-3.5,187.0,2162.25,0
10,137.5,-3.0,187.0,2450.25,0
0,135.0,-2.5,187.0,2704.0,0
-10,133.0,-2.0,187.0,2916.0,0
-20,131.5,-1.5,187.0,3080.25,0
-30,130.5,-1.0,187.0,3192.25,0
-40,130.0,-0.5,187.0,3249.0,1
160,122.5,-7.5,179.0,3192.25,0
150,115.5,-7.0,179.0,4032.25,0
140,109.0,-6.5,179.0,4900.0,0
130,103.0,-6.0,179.0,5776.0,0
120,97.5,-5.5,179.0,6642.25,0
110,92.5,-5.0,179.0,7482.25,1
100,85.0,-7.5,179.0,8836.0,0
90,78.0,-7.0,179.0,10100.0,0
80,71.5,-6.5,179.0,10750.0,0
70,65.5,-6.0,179.0,11350.0,0
60,60.0,-5.5,179.0,11900.0,0
50,55.0,-5.0,179.0,12400.0,0
40,50.5,-4.5,179.0,12850.0,0
30,46.5,-4.0,179.0,13250.0,0
20,43.0,-3.5,179.0,13600.0,0
350,200,0,213.0,169.0,0
340,200.5,0.5,213.0,156.25,0
330,201.5,1.0,213.0,132.25,0
320,203.0,1.5,213.0,100.0,0
310,205.0,2.0,213.0,64.0,0
300,207.5,2.5,213.0,30.25,0
290,210.5,3.0,213.0,6.25,0
280,214.0,3.5,213.0,1.0,0
270,218.0,4.0,213.0,25.0,0
260,222.5,4.5,213.0,90.25,0
250,227.5,5.0,213.0,210.25,0
240,233.0,5.5,213.0,400.0,0
230,239.0,6.0,213.0,676.0,0
220,245.5,6.5,213.0,1056.25,0
210,252.5,7.0,213.0,1560.25,0
200,260.0,7.5,213.0,2209.0,0
190,268.0,8.0,213.0,3025.0,0
180,276.5,8.5,213.0,4032.25,0
170,285.5,9.0,213.0,5256.25,0
160,295.0,9.5,213.0,6724.0,1
150,287.5,-7.5,213.0,5550.25,0
140,280.5,-7.0,213.0,4556.25,0
130,274.0,-6.5,213.0,3721.0,0
120,268.0,-6.0,213.0,3025.0,0
110,262.5,-5.5,213.0,2450.25,0
100,257.5,-5.0,213.0,1980.25,0
90,253.0,-4.5,213.0,1600.0,0
80,249.0,-4.0,213.0,1296.0,0
70,245.5,-3.5,213.0,1056.25,0
60,242.5,-3.0,213.0,870.25,0
50,240.0,-2.5,213.0,729.0,0
40,238.0,-2.0,213.0,625.0,0
30,236.5,-1.5,213.0,552.25,1
20,229.0,-7.5,213.0,256.0,0
10,222.0,-7.0,213.0,81.0,0
0,215.5,-6.5,213.0,6.25,0
-10,209.5,-6.0,213.0,12.25,0
-20,204.0,-5.5,213.0,81.0,0
-30,199.0,-5.0,213.0,196.0,0
-40,194.5,-4.5,213.0,342.25,0
160,190.5,-4.0,188.0,6.25,0
150,187.0,-3.5,188.0,1.0,0
140,184.0,-3.0,188.0,16.0,0
130,181.5,-2.5,188.0,42.25,0
120,179.5,-2.0,188.0,72.25,0
110,178.0,-1.5,188.0,100.0,0
100,177.0,-1.0,188.0,121.0,1
90,169.5,-7.5,188.0,342.25,0
80,162.5,-7.0,188.0,650.25,1
70,155.0,-7.5,188.0,1089.0,0
60,148.0,-7.0,188.0,1600.0,0
50,141.5,-6.5,188.0,2162.25,1
40,134.0,-7.5,188.0,2916.0,0
30,127.0,-7.0,188.0,3721.0,0
20,120.5,-6.5,188.0,4556.25,0
10,114.5,-6.0,188.0,5402.25,0
350,200,0,196.0,16.0,0
340,200.5,0.5,196.0,20.25,0
330,201.5,1.0,196.0,30.25,0
320,203.0,1.5,196.0,49.0,0
310,205.0,2.0,196.0,81.0,1
300,197.5,-7.5,196.0,2.25,0
290,190.5,-7.0,196.0,30.25,0
280,184.0,-6.5,196.0,144.0,0
270,178.0,-6.0,196.0,324.0,0
260,172.5,-5.5,196.0,552.25,0
250,167.5,-5.0,196.0,812.25,0
240,163.0,-4.5,196.0,1089.0,1
230,155.5,-7.5,196.0,1640.25,0
220,148.5,-7.0,196.0,2256.25,1
210,141.0,-7.5,196.0,3025.0,0
200,134.0,-7.0,196.0,3844.0,0
190,127.5,-6.5,196.0,4692.25,0
180,121.5,-6.0,196.0,5550.25,0
170,116.0,-5.5,196.0,6400.0,0
160,111.0,-5.0,196.0,7225.0,0
150,106.5,-4.5,196.0,8010.25,0
140,102.5,-4.0,196.0,8742.25,0
130,99.0,-3.5,196.0,9409.0,0
120,96.0,-3.0,196.0,10000.0,0
110,93.5,-2.5,196.0,10250.0,0
100,91.5,-2.0,196.0,10450.0,0
90,90.0,-1.5,196.0,10600.0,0
80,89.0,-1.0,196.0,10700.0,0
70,88.5,-0.5,196.0,10750.0,0
60,88.5,0.0,196.0,10750.0,0
50,89.0,0.5,196.0,10700.0,0
40,90.0,1.0,196.0,10600.0,0
30,91.5,1.5,196.0,10450.0,1
20,84.0,-7.5,196.0,11200.0,0
350,200,0,176.0,576.0,0
340,200.5,0.5,176.0,600.25,1
330,193.0,-7.5,176.0,289.0,0
320,186.0,-7.0,176.0,100.0,0
310,179.5,-6.5,176.0,12.25,0
300,173.5,-6.0,176.0,6.25,0
290,168.0,-5.5,176.0,64.0,0
280,163.0,-5.0,176.0,169.0,0
270,158.5,-4.5,176.0,306.25,0
260,154.5,-4.0,176.0,462.25,0
250,151.0,-3.5,176.0,625.0,0
240,148.0,-3.0,176.0,784.0,0
230,145.5,-2.5,176.0,930.25,0
220,143.5,-2.0,176.0,1056.25,0
210,142.0,-1.5,176.0,1156.0,0
200,141.0,-1.0,176.0,1225.0,0
190,140.5,-0.5,176.0,1260.25,0
180,140.5,0.0,176.0,1260.25,0
170,141.0,0.5,176.0,1225.0,0
160,142.0,1.0,176.0,1156.0,0
150,143.5,1.5,176.0,1056.25,0
140,145.5,2.0,176.0,930.25,0
130,148.0,2.5,176.0,784.0,0
120,151.0,3.0,176.0,625.0,0
110,154.5,3.5,176.0,462.25,0
100,158.5,4.0,176.0,306.25,0
90,163.0,4.5,176.0,169.0,0
80,168.0,5.0,176.0,64.0,0
70,173.5,5.5,176.0,6.25,1
60,166.0,-7.5,176.0,100.0,0
50,159.0,-7.0,176.0,289.0,0
40,152.5,-6.5,176.0,552.25,0
30,146.5,-6.0,176.0,870.25,0
20,141.0,-5.5,176.0,1225.0,0
10,136.0,-5.0,176.0,1600.0,1
0,128.5,-7.5,176.0,2256.25,0
-10,121.5,-7.0,176.0,2970.25,0
-20,115.0,-6.5,176.0,3721.0,0
-30,109.0,-6.0,176.0,4489.0,0
-40,103.5,-5.5,176.0,5256.25,0
160,98.5,-5.0,225.0,12650.0,0
150,94.0,-4.5,225.0,13100.0,0
140,90.0,-4.0,225.0,13500.0,0
130,86.5,-3.5,225.0,13850.0,0
120,83.5,-3.0,225.0,14150.0,0
110,81.0,-2.5,225.0,14400.0,0
100,79.0,-2.0,225.0,14600.0,0
90,77.5,-1.5,225.0,14750.0,0
80,76.5,-1.0,225.0,14850.0,1
70,69.0,-7.5,225.0,15600.0,0
60,62.0,-7.0,225.0,16300.0,0
50,55.5,-6.5,225.0,16950.0,0
40,49.5,-6.0,225.0,17550.0,0
30,44.0,-5.5,225.0,18100.0,0
20,39.0,-5.0,225.0,18600.0,0
350,200,0,202.0,4.0,0
340,200.5,0.5,202.0,2.25,0
330,201.5,1.0,202.0,0.25,0
320,203.0,1.5,202.0,1.0,0
310,205.0,2.0,202.0,9.0,0
300,207.5,2.5,202.0,30.25,0
290,210.5,3.0,202.0,72.25,0
280,214.0,3.5,202.0,144.0,0
270,218.0,4.0,202.0,256.0,0
260,222.5,4.5,202.0,420.25,0
250,227.5,5.0,202.0,650.25,0
240,233.0,5.5,202.0,961.0,0
230,239.0,6.0,202.0,1369.0,0
220,245.5,6.5,202.0,1892.25,0
210,252.5,7.0,202.0,2550.25,0
200,260.0,7.5,202.0,3364.0,0
190,268.0,8.0,202.0,4356.0,0
180,276.5,8.5,202.0,5550.25,0
170,285.5,9.0,202.0,6972.25,0
160,295.0,9.5,202.0,8649.0,0
150,305.0,10.0,202.0,10300.0,1
140,297.5,-7.5,202.0,9120.25,0
130,290.5,-7.0,202.0,7832.25,0
120,284.0,-6.5,202.0,6724.0,1
110,276.5,-7.5,202.0,5550.25,0
100,269.5,-7.0,202.0,4556.25,0
90,263.0,-6.5,202.0,3721.0,0
80,257.0,-6.0,202.0,3025.0,0
70,251.5,-5.5,202.0,2450.25,0
60,246.5,-5.0,202.0,1980.25,0
50,242.0,-4.5,202.0,1600.0,0
40,238.0,-4.0,202.0,1296.0,0
30,234.5,-3.5,202.0,1056.25,0
20,231.5,-3.0,202.0,870.25,0
10,229.0,-2.5,202.0,729.0,0
0,227.0,-2.0,202.0,625.0,1
-10,219.5,-7.5,202.0,306.25,0
-20,212.5,-7.0,202.0,110.25,0
-30,206.0,-6.5,202.0,16.0,0
-40,200.0,-6.0,202.0,4.0,0
160,194.5,-5.5,189.0,30.25,0
150,189.5,-5.0,189.0,0.25,0
140,185.0,-4.5,189.0,16.0,0
130,181.0,-4.0,189.0,64.0,1
120,173.5,-7.5,189.0,240.25,0
110,166.5,-7.0,189.0,506.25,0
100,160.0,-6.5,189.0,841.0,0
90,154.0,-6.0,189.0,1225.0,0
80,148.5,-5.5,189.0,1640.25,0
70,143.5,-5.0,189.0,2070.25,0
60,139.0,-4.5,189.0,2500.0,0
50,135.0,-4.0,189.0,2916.0,0
40,131.5,-3.5,189.0,3306.25,0
30,128.5,-3.0,189.0,3660.25,0
20,126.0,-2.5,189.0,3969.0,0
10,124.0,-2.0,189.0,4225.0,0
0,122.5,-1.5,189.0,4422.25,0
-10,121.5,-1.0,189.0,4556.25,0
-20,121.0,-0.5,189.0,4624.0,0
-30,121.0,0.0,189.0,4624.0,0
-40,121.5,0.5,189.0,4556.25,0
160,122.5,1.0,222.0,9900.25,0
150,124.0,1.5,222.0,9604.0,0
140,126.0,2.0,222.0,9216.0,0
130,128.5,2.5,222.0,8742.25,0
120,131.5,3.0,222.0,8190.25,0
110,135.0,3.5,222.0,7569.0,0
100,139.0,4.0,222.0,6889.0,0
90,143.5,4.5,222.0,6162.25,0
80,148.5,5.0,222.0,5402.25,0
70,154.0,5.5,222.0,4624.0,0
60,160.0,6.0,222.0,3844.0,0
50,166.5,6.5,222.0,3080.25,0
40,173.5,7.0,222.0,2352.25,0
30,181.0,7.5,222.0,1681.0,0
20,189.0,8.0,222.0,1089.0,0
10,197.5,8.5,222.0,600.25,0
0,206.5,9.0,222.0,240.25,0
-10,216.0,9.5,222.0,36.0,0
-20,226.0,10.0,222.0,16.0,0
-30,236.5,10.5,222.0,210.25,0
-40,247.5,11.0,222.0,650.25,0
160,259.0,11.5,177.0,6724.0,1
150,251.5,-7.5,177.0,5550.25,0
140,244.5,-7.0,177.0,4556.25,0
130,238.0,-6.5,177.0,3721.0,0
120,232.0,-6.0,177.0,3025.0,0
110,226.5,-5.5,177.0,2450.25,0
100,221.5,-5.0,177.0,1980.25,0
90,217.0,-4.5,177.0,1600.0,0
80,213.0,-4.0,177.0,1296.0,0
70,209.5,-3.5,177.0,1056.25,0
60,206.5,-3.0,177.0,870.25,0
50,204.0,-2.5,177.0,729.0,0
40,202.0,-2.0,177.0,625.0,0
30,200.5,-1.5,177.0,552.25,0
20,199.5,-1.0,177.0,506.25,0
10,199.0,-0.5,177.0,484.0,0
0,199.0,0.0,177.0,484.0,0
-10,199.5,0.5,177.0,506.25,0
-20,200.5,1.0,177.0,552.25,0
-30,202.0,1.5,177.0,625.0,0
-40,204.0,2.0,177.0,729.0,0
160,206.5,2.5,175.0,992.25,0
150,209.5,3.0,175.0,1190.25,0
140,213.0,3.5,175.0,1444.0,0
130,217.0,4.0,175.0,1764.0,0
120,221.5,4.5,175.0,2162.25,0
110,226.5,5.0,175.0,2652.25,0
100,232.0,5.5,175.0,3249.0,0
90,238.0,6.0,175.0,3969.0,0
80,244.5,6.5,175.0,4830.25,0
70,251.5,7.0,175.0,5852.25,0
60,259.0,7.5,175.0,7056.0,0
50,267.0,8.0,175.0,8464.0,0
40,275.5,8.5,175.0,10050.0,0
30,284.5,9.0,175.0,10950.0,0
20,294.0,9.5,175.0,11900.0,1
350,200,0,212.0,144.0,0
340,200.5,0.5,212.0,132.25,0
330,201.5,1.0,212.0,110.25,0
320,203.0,1.5,212.0,81.0,0
310,205.0,2.0,212.0,49.0,0
300,207.5,2.5,212.0,20.25,0
290,210.5,3.0,212.0,2.25,0
280,214.0,3.5,212.0,4.0,0
270,218.0,4.0,212.0,36.0,1
260,210.5,-7.5,212.0,2.25,0
250,203.5,-7.0,212.0,72.25,0
240,197.0,-6.5,212.0,225.0,0
230,191.0,-6.0,212.0,441.0,0
220,185.5,-5.5,212.0,702.25,0
210,180.5,-5.0,212.0,992.25,0
200,176.0,-4.5,212.0,1296.0,0
190,172.0,-4.0,212.0,1600.0,0
180,168.5,-3.5,212.0,1892.25,0
170,165.5,-3.0,212.0,2162.25,0
160,163.0,-2.5,212.0,2401.0,0
150,161.0,-2.0,212.0,2601.0,0
140,159.5,-1.5,212.0,2756.25,0
130,158.5,-1.0,212.0,2862.25,0
120,158.0,-0.5,212.0,2916.0,0
110,158.0,0.0,212.0,2916.0,1
100,150.5,-7.5,212.0,3782.25,0
90,143.5,-7.0,212.0,4692.25,0
80,137.0,-6.5,212.0,5625.0,0
70,131.0,-6.0,212.0,6561.0,0
60,125.5,-5.5,212.0,7482.25,0
50,120.5,-5.0,212.0,8372.25,0
40,116.0,-4.5,212.0,9216.0,0
30,112.0,-4.0,212.0,10000.0,0
20,108.5,-3.5,212.0,10350.0,0
350,200,0,219.0,361.0,1
340,192.5,-7.5,219.0,702.25,0
330,185.5,-7.0,219.0,1122.25,0
320,179.0,-6.5,219.0,1600.0,0
310,173.0,-6.0,219.0,2116.0,0
300,167.5,-5.5,219.0,2652.25,0
290,162.5,-5.0,219.0,3192.25,1
280,155.0,-7.5,219.0,4096.0,0
270,148.0,-7.0,219.0,5041.0,0
260,141.5,-6.5,219.0,6006.25,0
250,135.5,-6.0,219.0,6972.25,0
240,130.0,-5.5,219.0,7921.0,0
230,125.0,-5.0,219.0,8836.0,0
220,120.5,-4.5,219.0,9702.25,0
210,116.5,-4.0,219.0,10250.0,0
200,113.0,-3.5,219.0,10600.0,0
190,110.0,-3.0,219.0,10900.0,0
180,107.5,-2.5,219.0,11150.0,0
170,105.5,-2.0,219.0,11350.0,0
160,104.0,-1.5,219.0,11500.0,1
150,96.5,-7.5,219.0,12250.0,0
140,89.5,-7.0,219.0,12950.0,0
130,83.0,-6.5,219.0,13600.0,0
